episode,scenario,steps,decisions,avg_reward,avg_queue,throughput
1172,normal,3626,111,-0.408,0.362,860
1173,rainy_normal,3624,82,0.406,0.396,865
1174,cloudy_normal,3626,103,0.029,0.353,857
1175,rainy_peak,3633,85,0.545,0.404,926
1176,low_traffic,3646,108,-0.019,0.367,945
1177,normal,3640,101,-0.136,0.364,911
1178,low_traffic,3633,110,-0.306,0.371,882
1179,low_traffic,3616,108,-0.153,0.355,975
1180,rainy_peak,3658,86,0.367,0.419,913
1181,low_traffic,3654,123,-0.523,0.338,850
1182,low_traffic,3638,111,-0.26,0.347,1018
1183,normal,3609,95,0.242,0.372,1032
1184,rainy_normal,3639,84,0.348,0.467,930
1185,rainy_peak,3643,93,0.036,0.412,891
1186,rainy_normal,3643,91,0.242,0.431,869
1187,rainy_peak,3644,87,0.649,0.39,854
1188,rainy_peak,3644,80,0.671,0.457,937
1189,low_traffic,3603,109,-0.162,0.366,971
1190,normal,3615,100,0.057,0.361,1038
1191,peak_hour,3635,103,0.347,0.349,984
1192,low_traffic,3635,105,-0.22,0.337,969
1193,rainy_normal,3657,95,0.173,0.462,927
1194,cloudy_normal,3600,108,-0.0,0.31,1022
1195,normal,3637,112,-0.082,0.337,908
1196,low_traffic,3611,109,-0.289,0.427,954
1197,peak_hour,3613,107,-0.201,0.348,951
1198,peak_hour,3609,107,0.139,0.341,984
1199,cloudy_normal,3655,102,0.315,0.346,1022
1200,rainy_normal,3636,89,0.156,0.382,900
1201,rainy_normal,3611,74,0.884,0.439,992
1202,rainy_normal,3641,93,0.1,0.396,926
1203,low_traffic,3644,111,-0.055,0.337,887
1204,rainy_peak,3617,84,0.209,0.454,970
1205,rainy_normal,3647,80,0.416,0.477,958
1206,rainy_normal,3600,89,0.544,0.352,932
1207,peak_hour,3653,113,-0.267,0.378,908
1208,peak_hour,3615,103,-0.084,0.398,991
1209,cloudy_normal,3601,117,-0.365,0.35,884
1210,rainy_normal,3633,84,0.538,0.393,926
1211,rainy_normal,3623,88,0.378,0.407,924
1212,cloudy_normal,3617,111,0.055,0.311,1022
1213,normal,3632,100,0.241,0.302,979
1214,peak_hour,3642,110,-0.324,0.34,957
1215,rainy_normal,3603,93,0.051,0.369,871
1216,normal,3624,94,0.264,0.337,1018
1217,peak_hour,3658,110,-0.146,0.362,980
1218,low_traffic,3643,101,0.016,0.358,927
1219,cloudy_normal,3620,98,0.065,0.378,949
1220,rainy_normal,3611,89,0.35,0.366,923
1221,rainy_peak,3654,97,0.105,0.448,908
1222,rainy_normal,3608,82,0.793,0.387,975
1223,low_traffic,3634,112,-0.134,0.362,976
1224,cloudy_normal,3609,102,0.148,0.356,909
1225,rainy_peak,3646,84,0.418,0.402,925
1226,rainy_peak,3652,94,0.223,0.364,866
1227,peak_hour,3649,107,-0.176,0.347,882
1228,cloudy_normal,3605,103,0.26,0.325,1056
1229,cloudy_normal,3603,106,0.04,0.338,872
1230,peak_hour,3621,100,0.125,0.318,963
1231,rainy_peak,3641,80,0.486,0.383,914
1232,cloudy_normal,3629,100,-0.133,0.348,927
1233,normal,3609,101,-0.102,0.359,896
1234,low_traffic,3635,99,0.069,0.347,879
1235,low_traffic,3637,100,-0.122,0.352,906
1236,cloudy_normal,3622,107,-0.013,0.303,845
1237,cloudy_normal,3601,97,0.098,0.336,851
1238,normal,3608,104,-0.248,0.397,827
1239,low_traffic,3643,108,-0.068,0.306,897
1240,low_traffic,3614,104,0.062,0.325,938
1241,normal,3662,101,0.15,0.352,960
1242,rainy_peak,3616,88,0.363,0.372,865
1243,rainy_normal,3606,92,0.159,0.336,888
1244,peak_hour,3611,105,0.057,0.322,928
1245,normal,3651,107,-0.174,0.351,867
1246,low_traffic,3643,103,-0.37,0.357,925
1247,cloudy_normal,3627,111,0.059,0.339,848
1248,low_traffic,3622,114,-0.083,0.337,812
1249,rainy_normal,3605,90,0.003,0.358,897
1250,rainy_peak,3662,91,0.219,0.339,876
1251,low_traffic,3667,94,0.268,0.326,928
1252,low_traffic,3658,104,-0.039,0.343,866
1253,cloudy_normal,3604,107,-0.21,0.361,865
1254,peak_hour,3649,102,-0.108,0.373,1001
1255,normal,3622,107,-0.248,0.351,943
1256,rainy_normal,3603,90,0.203,0.391,852
1257,rainy_normal,3636,81,0.72,0.389,928
1258,normal,3602,99,0.27,0.31,948
1259,rainy_normal,3635,79,0.709,0.344,869
1260,cloudy_normal,3618,100,0.087,0.321,1007
1261,rainy_peak,3623,79,0.657,0.36,881
1262,peak_hour,3648,99,-0.055,0.331,914
1263,low_traffic,3657,110,-0.169,0.326,914
1264,low_traffic,3622,104,0.089,0.347,930
1265,rainy_peak,3628,95,0.31,0.389,916
1266,low_traffic,3611,112,-0.152,0.302,824
1267,rainy_normal,3604,87,0.379,0.351,905
1268,low_traffic,3608,111,-0.229,0.336,847
1269,normal,3611,92,0.111,0.342,981
1270,rainy_normal,3658,88,0.225,0.338,946
1271,low_traffic,3600,103,-0.2,0.337,943
1272,rainy_normal,3636,99,0.278,0.352,919
1273,cloudy_normal,3601,103,0.096,0.347,984
1274,normal,3606,107,-0.233,0.322,956
1275,rainy_normal,3603,76,0.777,0.397,991
1276,rainy_normal,3602,88,0.298,0.366,925
1277,cloudy_normal,3650,115,-0.149,0.323,955
1278,rainy_peak,3629,88,0.322,0.397,885
1279,low_traffic,3627,116,-0.318,0.326,885
1280,rainy_normal,3603,88,0.537,0.329,915
1281,peak_hour,3610,109,-0.376,0.361,912
1282,rainy_normal,3662,93,0.278,0.328,930
1283,cloudy_normal,3636,106,-0.087,0.323,920
1284,rainy_normal,3613,88,0.309,0.378,1012
1285,rainy_normal,3622,87,0.371,0.34,912
1286,peak_hour,3622,102,0.004,0.37,970
1287,cloudy_normal,3624,107,0.127,0.332,911
1288,rainy_normal,3638,81,0.289,0.357,929
1289,cloudy_normal,3610,103,-0.004,0.351,923
1290,normal,3604,96,0.135,0.333,960
1291,normal,3607,106,-0.036,0.325,940
1292,normal,3653,92,0.375,0.361,960
1293,low_traffic,3612,118,-0.205,0.319,893
1294,cloudy_normal,3601,106,-0.084,0.328,836
1295,normal,3621,103,-0.138,0.408,914
1296,low_traffic,3648,100,0.145,0.385,937
1297,rainy_peak,3609,88,0.481,0.342,800
1298,peak_hour,3609,98,0.044,0.409,969
1299,cloudy_normal,3652,96,-0.149,0.329,899
1300,rainy_normal,3621,82,0.641,0.35,873
1301,peak_hour,3628,106,-0.388,0.398,880
1302,peak_hour,3616,101,-0.159,0.431,860
1303,normal,3647,95,-0.054,0.395,962
1304,rainy_normal,3633,79,0.52,0.356,890
1305,cloudy_normal,3647,95,0.348,0.35,991
1306,normal,3660,103,-0.076,0.373,988
1307,cloudy_normal,3650,101,0.27,0.373,981
1308,rainy_peak,3624,96,0.112,0.353,838
1309,rainy_peak,3661,91,0.228,0.335,898
1310,cloudy_normal,3611,102,0.024,0.339,907
1311,rainy_normal,3646,79,0.551,0.373,913
1312,cloudy_normal,3621,101,0.005,0.37,892
1313,peak_hour,3613,105,0.074,0.322,940
1314,low_traffic,3626,102,0.014,0.356,891
1315,low_traffic,3658,104,-0.279,0.34,985
1316,cloudy_normal,3635,103,0.18,0.316,924
1317,peak_hour,3643,102,-0.056,0.385,1034
1318,rainy_normal,3649,78,0.612,0.355,871
1319,peak_hour,3653,120,-0.389,0.346,874
1320,normal,3628,103,-0.108,0.402,925
1321,peak_hour,3616,95,0.262,0.335,857
1322,rainy_normal,3618,85,0.285,0.34,834
1323,normal,3615,93,0.031,0.374,974
1324,normal,3640,101,0.078,0.308,864
1325,rainy_normal,3632,91,0.019,0.328,905
1326,cloudy_normal,3609,106,-0.114,0.318,914
1327,peak_hour,3651,103,-0.056,0.314,923
1328,cloudy_normal,3635,117,-0.095,0.319,882
1329,peak_hour,3652,104,-0.004,0.316,950
1330,cloudy_normal,3663,111,-0.385,0.308,904
1331,peak_hour,3667,106,-0.072,0.323,1021
1332,peak_hour,3623,103,-0.012,0.348,981
1333,cloudy_normal,3601,105,0.11,0.358,898
1334,cloudy_normal,3603,91,0.293,0.359,994
1335,peak_hour,3612,98,-0.152,0.337,909
1336,low_traffic,3606,107,-0.058,0.315,906
1337,cloudy_normal,3600,96,0.243,0.342,972
1338,rainy_normal,3622,88,0.32,0.357,849
1339,cloudy_normal,3610,115,-0.168,0.327,867
1340,low_traffic,3607,99,0.02,0.341,979
